col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
Total,104,5,99,97,94,87,87,6,5,5,3,3,3,1,1,0,18
,Judge Of The Superior Court,,Council At Large,,,,,,,,,,,,,,All
,Alice Beck Dubow,Emil Giordano,Blondell Reynolds Brown,Derek S Green,William K Greenlee,Allan Domb,Helen Gym,David Oh,Dennis M O Brien,Al Taubenberger,Terry Tracy,Daniel Tinney,Andrew C Stober,Sheila E Armstrong,Kristin Combs,John Staggs,All
Alice Beck Dubow,48,0,"1,113","1,129","1,058","1,042","1,041",33,11,10,12,9,12,5,7,4,All
Emil Giordano,,0,9,5,4,2,4,17,15,14,12,11,0,1,0,0,All
Blondell Reynolds Brown,,,56,"1,044","1,058","1,020","1,022",34,11,10,7,3,10,7,3,2,All
Derek S Green,,,,21,"1,037","1,018","1,017",19,10,2,7,5,7,4,5,3,All
William K Greenlee,,,,,16,"1,017","1,016",26,10,9,5,3,6,1,1,1,All
Allan Domb,,,,,,15,"1,013",14,7,7,5,4,6,2,0,0,All
Helen Gym,,,,,,,9,21,5,7,2,4,8,5,5,3,All
David Oh,,,,,,,,4,21,23,17,15,0,1,0,0,All
Dennis M O Brien,,,,,,,,,0,17,16,16,0,0,1,0,All
Al Taubenberger,,,,,,,,,,0,15,14,0,1,0,0,All
Terry Tracy,,,,,,,,,,,0,13,0,1,0,0,All
Daniel Tinney,,,,,,,,,,,,2,1,0,1,1,All
Andrew C Stober,,,,,,,,,,,,,2,1,2,4,All
Sheila E Armstrong,,,,,,,,,,,,,,1,3,1,All
Kristin Combs,,,,,,,,,,,,,,,0,1,All
John Staggs,,,,,,,,,,,,,,,,0,All
Total,"1,336",25,"1,223","1,189","1,121","1,091","1,088",63,32,29,27,25,18,9,7,5,All
