col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
Tom Young,,,,,0,52,51,50,21,19,17,10,10,12,20
Marylouise Isaacson,,,,,,0,47,48,17,20,13,13,8,5,20
Micah Mahjoubian,,,,,,,2,44,17,14,13,7,7,7,20
Andi Perez,,,,,,,,1,14,14,10,8,6,7,20
Rhea Powell,,,,,,,,,0,21,22,8,10,11,20
Amanda Mcillmurray,,,,,,,,,,0,17,13,12,7,20
Joe Celentano,,,,,,,,,,,0,5,12,10,20
Judi Golding Baker,,,,,,,,,,,,0,6,3,20
Noam Kugelmass,,,,,,,,,,,,,0,7,20
Jon Geeting,,,,,,,,,,,,,,0,20
Total,183,112,88,80,72,65,64,58,38,34,27,18,16,13,20
,United States Senator - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,21
,Bob Casey Jr,Matthew D Myers,Tom Young,Andi Perez,Marylouise Isaacson,Micah Mahjoubian,Darrell L Clarke,Mariel J K Martin,Rhea Powell,Amanda Mcillmurray,Joe Celentano,Judi Golding Baker,Jon Geeting,Noam Kugelmass,21
Bob Casey Jr,36,82,77,72,73,71,67,67,28,24,19,15,9,6,21
Matthew D Myers,,2,60,62,60,59,69,56,7,11,8,5,3,4,21
Tom Young,,,3,61,65,69,60,50,19,15,17,7,8,7,21
Andi Perez,,,,0,65,58,58,52,13,13,10,8,6,5,21
Marylouise Isaacson,,,,,0,61,57,56,20,18,12,13,5,7,21
Micah Mahjoubian,,,,,,0,59,49,15,11,14,6,6,6,21
Darrell L Clarke,,,,,,,0,51,3,7,7,2,5,1,21
Mariel J K Martin,,,,,,,,1,13,14,12,9,5,3,21
Rhea Powell,,,,,,,,,1,17,18,14,5,6,21
Amanda Mcillmurray,,,,,,,,,,1,9,14,4,2,21
Joe Celentano,,,,,,,,,,,0,6,9,6,21
Judi Golding Baker,,,,,,,,,,,,0,3,2,21
Jon Geeting,,,,,,,,,,,,,0,4,21
Noam Kugelmass,,,,,,,,,,,,,,0,21
Total,158,92,85,76,76,76,73,72,35,26,25,16,10,9,21
,United States Senator - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,22
,Bob Casey Jr,Matthew D Myers,Amanda Mcillmurray,Joe Celentano,Tom Young,Rhea Powell,Marylouise Isaacson,Micah Mahjoubian,Andi Perez,Mariel J K Martin,Judi Golding Baker,Noam Kugelmass,Jon Geeting,Darrell L Clarke,22
Bob Casey Jr,12,39,37,35,35,35,31,30,27,21,19,19,18,16,22
Matthew D Myers,,12,13,14,15,13,16,16,12,8,10,5,4,11,22
Amanda Mcillmurray,,,0,20,21,20,19,19,19,16,14,11,11,8,22
Joe Celentano,,,,1,23,26,20,21,16,12,13,15,11,7,22
Tom Young,,,,,0,22,21,23,19,15,14,15,12,8,22
Rhea Powell,,,,,,0,21,18,17,13,13,13,10,8,22
Marylouise Isaacson,,,,,,,0,21,18,14,14,9,9,10,22
Micah Mahjoubian,,,,,,,,1,19,12,11,13,9,7,22
Andi Perez,,,,,,,,,0,15,9,9,11,10,22
Mariel J K Martin,,,,,,,,,,2,6,11,7,5,22
Judi Golding Baker,,,,,,,,,,,0,7,3,8,22
Noam Kugelmass,,,,,,,,,,,,0,10,4,22
Jon Geeting,,,,,,,,,,,,,0,4,22
Darrell L Clarke,,,,,,,,,,,,,,0,22
Total,95,56,40,36,36,35,32,32,29,25,21,19,18,17,22
,United States Senator - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,23
,Bob Casey Jr,Matthew D Myers,Andi Perez,Micah Mahjoubian,Tom Young,Marylouise Isaacson,Mariel J K Martin,Rhea Powell,Noam Kugelmass,Darrell L Clarke,Amanda Mcillmurray,Joe Celentano,Judi Golding Baker,Jon Geeting,23
Bob Casey Jr,8,12,19,15,14,14,12,13,10,8,7,7,7,5,23
Matthew D Myers,,10,6,7,7,4,5,4,5,7,3,2,2,1,23
Andi Perez,,,0,13,10,11,13,12,8,7,5,5,5,5,23
Micah Mahjoubian,,,,1,12,11,9,12,10,7,6,7,6,4,23
Tom Young,,,,,0,9,7,9,10,5,4,7,4,3,23
Marylouise Isaacson,,,,,,0,9,9,7,5,5,5,5,3,23
Mariel J K Martin,,,,,,,0,8,4,6,3,2,4,2,23
Rhea Powell,,,,,,,,0,8,5,6,6,6,4,23
Noam Kugelmass,,,,,,,,,0,4,5,6,3,4,23
Darrell L Clarke,,,,,,,,,,0,4,0,2,1,23
Amanda Mcillmurray,,,,,,,,,,,0,3,6,1,23
Joe Celentano,,,,,,,,,,,,0,4,2,23
Judi Golding Baker,,,,,,,,,,,,,0,0,23
Jon Geeting,,,,,,,,,,,,,,0,23
Total,38,23,20,16,15,14,13,13,11,9,8,7,7,6,23
,United States Senator - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,24
,Bob Casey Jr,Matthew D Myers,Rhea Powell,Tom Young,Mariel J K Martin,Micah Mahjoubian,Darrell L Clarke,Joe Celentano,Marylouise Isaacson,Andi Perez,Amanda Mcillmurray,Judi Golding Baker,Noam Kugelmass,Jon Geeting,24
Bob Casey Jr,23,33,35,31,24,26,27,24,24,23,21,15,12,11,24
Matthew D Myers,,4,11,18,15,14,21,11,17,16,10,10,2,6,24
Rhea Powell,,,1,17,11,16,11,21,14,11,12,11,12,6,24
Tom Young,,,,0,14,18,18,16,17,16,7,7,11,6,24
Mariel J K Martin,,,,,2,10,13,8,19,15,14,10,4,4,24
Micah Mahjoubian,,,,,,1,13,13,14,14,9,7,10,5,24
Darrell L Clarke,,,,,,,0,8,16,15,6,7,4,4,24
Joe Celentano,,,,,,,,0,10,10,10,9,10,4,24
Marylouise Isaacson,,,,,,,,,1,17,12,9,5,7,24
Andi Perez,,,,,,,,,,0,10,7,4,6,24
Amanda Mcillmurray,,,,,,,,,,,0,8,4,7,24
Judi Golding Baker,,,,,,,,,,,,0,3,4,24
Noam Kugelmass,,,,,,,,,,,,,1,2,24
Jon Geeting,,,,,,,,,,,,,,0,24
Total,103,38,38,32,28,28,27,26,26,25,23,16,14,11,24
,United States Senator - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,25
,Bob Casey Jr,Amanda Mcillmurray,Rhea Powell,Marylouise Isaacson,Joe Celentano,Mariel J K Martin,Andi Perez,Micah Mahjoubian,Darrell L Clarke,Tom Young,Judi Golding Baker,Matthew D Myers,Noam Kugelmass,Jon Geeting,25
Bob Casey Jr,20,48,48,41,35,36,33,33,32,30,28,28,27,17,25
Amanda Mcillmurray,,0,35,32,19,28,23,18,20,17,22,16,17,12,25
Rhea Powell,,,0,33,23,24,26,27,18,20,25,13,23,13,25
Marylouise Isaacson,,,,0,20,25,25,23,17,17,22,19,16,10,25
Joe Celentano,,,,,3,12,14,19,11,17,11,9,15,9,25
Mariel J K Martin,,,,,,1,17,17,18,11,20,16,12,10,25
Andi Perez,,,,,,,0,17,14,13,17,13,15,12,25
Micah Mahjoubian,,,,,,,,0,13,13,17,12,16,9,25
Darrell L Clarke,,,,,,,,,0,13,13,16,9,6,25
Tom Young,,,,,,,,,,1,8,12,11,7,25
Judi Golding Baker,,,,,,,,,,,1,10,15,8,25
Matthew D Myers,,,,,,,,,,,,1,9,4,25
Noam Kugelmass,,,,,,,,,,,,,1,8,25
Jon Geeting,,,,,,,,,,,,,,0,25
Total,103,48,48,41,38,37,33,33,32,31,29,29,28,17,25
,United States Senator - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,26
,Bob Casey Jr,Amanda Mcillmurray,Rhea Powell,Marylouise Isaacson,Mariel J K Martin,Joe Celentano,Micah Mahjoubian,Andi Perez,Judi Golding Baker,Tom Young,Jon Geeting,Darrell L Clarke,Matthew D Myers,Noam Kugelmass,26
Bob Casey Jr,33,79,69,65,55,54,50,45,45,43,31,29,28,20,26
Amanda Mcillmurray,,0,56,55,45,32,35,32,42,32,25,20,19,15,26
Rhea Powell,,,1,49,34,33,38,32,38,34,21,20,16,14,26
Marylouise Isaacson,,,,0,41,30,35,32,37,27,18,17,20,14,26
Mariel J K Martin,,,,,1,26,29,30,28,22,18,23,17,14,26
Joe Celentano,,,,,,2,30,23,17,26,18,13,15,8,26
Micah Mahjoubian,,,,,,,0,26,24,34,15,19,15,20,26
Andi Perez,,,,,,,,1,21,20,12,17,13,7,26
Judi Golding Baker,,,,,,,,,0,19,12,18,12,11,26
Tom Young,,,,,,,,,,2,14,11,16,14,26
Jon Geeting,,,,,,,,,,,2,10,6,4,26
Darrell L Clarke,,,,,,,,,,,,0,14,9,26
Matthew D Myers,,,,,,,,,,,,,0,6,26
Noam Kugelmass,,,,,,,,,,,,,,0,26
Total,157,82,71,68,60,58,52,47,46,46,35,32,31,21,26
,United States Senator - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,27
,Bob Casey Jr,Rhea Powell,Amanda Mcillmurray,Marylouise Isaacson,Micah Mahjoubian,Andi Perez,Mariel J K Martin,Judi Golding Baker,Tom Young,Joe Celentano,Darrell L Clarke,Noam Kugelmass,Jon Geeting,Matthew D Myers,27
Bob Casey Jr,25,68,62,54,50,48,45,40,35,34,27,26,28,23,27
Rhea Powell,,1,49,47,42,39,35,37,30,24,23,22,22,12,27
Amanda Mcillmurray,,,0,41,35,34,35,33,27,21,18,20,18,14,27
Marylouise Isaacson,,,,0,36,37,32,31,28,19,22,17,18,15,27
Micah Mahjoubian,,,,,0,31,28,28,26,19,19,23,17,12,27
Andi Perez,,,,,,0,31,28,22,16,16,19,15,12,27
Mariel J K Martin,,,,,,,0,26,21,13,19,16,13,15,27
Judi Golding Baker,,,,,,,,0,20,13,14,9,15,11,27
Tom Young,,,,,,,,,1,20,14,15,14,10,27
Joe Celentano,,,,,,,,,,0,11,10,9,9,27
Darrell L Clarke,,,,,,,,,,,0,6,7,16,27
Noam Kugelmass,,,,,,,,,,,,1,10,4,27
Jon Geeting,,,,,,,,,,,,,0,6,27
Matthew D Myers,,,,,,,,,,,,,,0,27
Total,133,72,63,56,52,49,46,42,38,37,30,29,28,25,27
,United States Senator - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,28
,Bob Casey Jr,Tom Young,Marylouise Isaacson,Micah Mahjoubian,Rhea Powell,Amanda Mcillmurray,Mariel J K Martin,Andi Perez,Judi Golding Baker,Noam Kugelmass,Darrell L Clarke,Joe Celentano,Matthew D Myers,Jon Geeting,28
Bob Casey Jr,14,39,34,35,35,31,31,29,22,21,19,19,17,11,28
Tom Young,,1,25,29,23,17,21,24,13,13,12,15,14,8,28
Marylouise Isaacson,,,1,25,20,20,23,22,17,10,15,9,14,5,28
Micah Mahjoubian,,,,0,24,16,20,24,15,13,13,14,13,6,28
Rhea Powell,,,,,0,23,16,17,15,17,6,18,4,8,28
Amanda Mcillmurray,,,,,,0,19,14,18,14,8,13,4,8,28
Mariel J K Martin,,,,,,,0,16,16,5,14,8,14,2,28
Andi Perez,,,,,,,,0,11,13,13,10,13,10,28
Judi Golding Baker,,,,,,,,,0,8,8,7,7,3,28
Noam Kugelmass,,,,,,,,,,0,6,13,4,7,28
Darrell L Clarke,,,,,,,,,,,1,2,13,2,28
Joe Celentano,,,,,,,,,,,,0,1,8,28
Matthew D Myers,,,,,,,,,,,,,1,1,28
Jon Geeting,,,,,,,,,,,,,,0,28
Total,77,40,35,35,35,31,31,29,22,21,20,19,18,11,28
,United States Senator - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,29
,Bob Casey Jr,Joe Celentano,Matthew D Myers,Amanda Mcillmurray,Rhea Powell,Andi Perez,Mariel J K Martin,Marylouise Isaacson,Darrell L Clarke,Jon Geeting,Noam Kugelmass,Micah Mahjoubian,Tom Young,Judi Golding Baker,29
Bob Casey Jr,22,18,13,14,11,11,10,10,7,7,6,5,5,4,29
Joe Celentano,,1,4,9,8,8,8,7,4,6,5,3,3,2,29
Matthew D Myers,,,3,3,2,2,5,3,5,1,0,1,0,1,29
Amanda Mcillmurray,,,,0,10,7,6,8,4,6,5,5,2,1,29
Rhea Powell,,,,,1,7,5,8,4,7,6,5,3,2,29
Andi Perez,,,,,,0,6,6,4,4,4,3,2,2,29
Mariel J K Martin,,,,,,,0,7,5,2,0,1,0,3,29
Marylouise Isaacson,,,,,,,,0,4,5,3,4,0,3,29
Darrell L Clarke,,,,,,,,,0,2,1,2,0,1,29
Jon Geeting,,,,,,,,,,0,4,3,2,1,29
Noam Kugelmass,,,,,,,,,,,0,3,3,0,29
Micah Mahjoubian,,,,,,,,,,,,0,0,0,29
Tom Young,,,,,,,,,,,,,0,0,29
Judi Golding Baker,,,,,,,,,,,,,,0,29
Total,58,19,16,15,13,11,11,11,7,7,6,5,5,4,29
,United States Senator - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,30
,Bob Casey Jr,Amanda Mcillmurray,Rhea Powell,Marylouise Isaacson,Mariel J K Martin,Andi Perez,Micah Mahjoubian,Judi Golding Baker,Noam Kugelmass,Joe Celentano,Darrell L Clarke,Tom Young,Jon Geeting,Matthew D Myers,30
Bob Casey Jr,29,93,74,70,56,55,54,52,50,47,40,39,35,21,30
Amanda Mcillmurray,,0,56,55,48,41,42,46,39,33,27,25,24,15,30
Rhea Powell,,,0,59,43,44,43,45,41,31,26,29,22,12,30
Marylouise Isaacson,,,,0,45,45,39,47,38,32,28,33,19,13,30
Mariel J K Martin,,,,,0,32,31,33,29,21,18,21,9,9,30
Andi Perez,,,,,,0,30,32,28,24,22,21,15,8,30
Micah Mahjoubian,,,,,,,0,30,28,22,23,19,13,7,30
Judi Golding Baker,,,,,,,,0,26,20,20,22,12,11,30
Noam Kugelmass,,,,,,,,,0,27,18,26,15,10,30
Joe Celentano,,,,,,,,,,0,16,28,20,10,30
Darrell L Clarke,,,,,,,,,,,0,14,9,8,30
Tom Young,,,,,,,,,,,,0,16,10,30
Jon Geeting,,,,,,,,,,,,,0,8,30
Matthew D Myers,,,,,,,,,,,,,,0,30
Total,158,94,75,71,57,56,55,53,50,47,40,40,35,21,30
,United States Senator - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,31
,Bob Casey Jr,Rhea Powell,Tom Young,Amanda Mcillmurray,Andi Perez,Mariel J K Martin,Joe Celentano,Judi Golding Baker,Marylouise Isaacson,Noam Kugelmass,Micah Mahjoubian,Jon Geeting,Darrell L Clarke,Matthew D Myers,31
Bob Casey Jr,11,31,26,23,23,20,19,17,16,16,15,13,10,9,31
Rhea Powell,,0,21,17,19,16,15,14,14,16,12,7,7,4,31
Tom Young,,,0,12,14,12,14,10,9,11,10,7,5,5,31
Amanda Mcillmurray,,,,0,13,15,10,10,10,10,7,7,7,4,31
Andi Perez,,,,,0,11,11,11,11,11,7,6,5,2,31
Mariel J K Martin,,,,,,1,8,11,9,8,8,5,7,3,31
Joe Celentano,,,,,,,0,7,6,7,6,7,4,3,31
Judi Golding Baker,,,,,,,,0,9,8,7,2,6,4,31
Marylouise Isaacson,,,,,,,,,0,11,8,3,2,1,31
Noam Kugelmass,,,,,,,,,,0,9,4,3,0,31
Micah Mahjoubian,,,,,,,,,,,0,2,3,2,31
Jon Geeting,,,,,,,,,,,,0,1,3,31
Darrell L Clarke,,,,,,,,,,,,,0,4,31
Matthew D Myers,,,,,,,,,,,,,,1,31
Total,68,31,26,23,23,21,19,17,16,16,15,13,11,11,31
,United States Senator - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,32
,Bob Casey Jr,Rhea Powell,Amanda Mcillmurray,Andi Perez,Marylouise Isaacson,Micah Mahjoubian,Joe Celentano,Noam Kugelmass,Mariel J K Martin,Tom Young,Judi Golding Baker,Jon Geeting,Darrell L Clarke,Matthew D Myers,32
Bob Casey Jr,8,41,36,35,34,32,25,26,25,24,21,20,16,15,32
Rhea Powell,,0,24,22,24,23,17,21,17,18,17,12,9,6,32
Amanda Mcillmurray,,,0,23,24,20,13,20,19,13,15,13,10,8,32
Andi Perez,,,,0,23,24,16,19,21,16,15,10,9,11,32
Marylouise Isaacson,,,,,0,22,13,17,18,16,14,13,12,7,32
Micah Mahjoubian,,,,,,1,15,19,17,15,13,10,9,9,32
Joe Celentano,,,,,,,1,16,11,17,8,7,4,8,32
Noam Kugelmass,,,,,,,,0,13,13,10,6,7,7,32
Mariel J K Martin,,,,,,,,,0,12,14,7,9,9,32
Tom Young,,,,,,,,,,0,8,9,8,10,32
Judi Golding Baker,,,,,,,,,,,0,9,9,8,32
Jon Geeting,,,,,,,,,,,,0,5,5,32
Darrell L Clarke,,,,,,,,,,,,,0,5,32
Matthew D Myers,,,,,,,,,,,,,,0,32
Total,81,41,36,35,34,33,27,26,25,25,21,20,16,16,32
,United States Senator - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,33
,Bob Casey Jr,Rhea Powell,Marylouise Isaacson,Micah Mahjoubian,Amanda Mcillmurray,Mariel J K Martin,Tom Young,Andi Perez,Judi Golding Baker,Darrell L Clarke,Matthew D Myers,Joe Celentano,Noam Kugelmass,Jon Geeting,33
Bob Casey Jr,14,30,28,27,26,23,24,20,18,15,16,14,11,8,33
Rhea Powell,,1,16,16,19,11,12,9,12,7,5,6,9,5,33
Marylouise Isaacson,,,0,22,19,18,16,16,15,11,9,7,8,4,33
Micah Mahjoubian,,,,0,15,16,18,15,11,11,7,4,10,3,33
Amanda Mcillmurray,,,,,0,16,11,9,16,8,9,9,8,5,33
Mariel J K Martin,,,,,,1,15,14,13,11,10,7,5,4,33
Tom Young,,,,,,,0,13,9,11,10,7,6,5,33
Andi Perez,,,,,,,,1,10,11,8,4,4,4,33
Judi Golding Baker,,,,,,,,,0,8,9,6,3,4,33
Darrell L Clarke,,,,,,,,,,1,10,4,2,3,33
Matthew D Myers,,,,,,,,,,,0,6,1,4,33
Joe Celentano,,,,,,,,,,,,1,3,4,33
Noam Kugelmass,,,,,,,,,,,,,1,1,33
Jon Geeting,,,,,,,,,,,,,,0,33
Total,69,31,28,28,27,25,25,22,18,17,17,16,12,8,33
,United States Senator - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,34
,Bob Casey Jr,Rhea Powell,Micah Mahjoubian,Mariel J K Martin,Marylouise Isaacson,Andi Perez,Tom Young,Amanda Mcillmurray,Matthew D Myers,Judi Golding Baker,Noam Kugelmass,Darrell L Clarke,Joe Celentano,Jon Geeting,34
Bob Casey Jr,8,41,38,37,36,34,31,21,17,20,20,17,14,11,34
Rhea Powell,,0,25,26,25,23,21,19,8,19,18,7,13,8,34
Micah Mahjoubian,,,0,27,28,27,24,12,14,15,17,13,11,7,34
Mariel J K Martin,,,,0,29,29,21,16,15,16,11,15,6,8,34
Marylouise Isaacson,,,,,0,29,22,13,16,14,12,14,9,5,34
Andi Perez,,,,,,0,20,12,18,17,11,15,7,5,34
Tom Young,,,,,,,0,9,13,9,13,9,10,6,34
Amanda Mcillmurray,,,,,,,,1,4,13,7,4,6,4,34
Matthew D Myers,,,,,,,,,3,6,4,14,2,3,34
Judi Golding Baker,,,,,,,,,,0,11,4,5,3,34
Noam Kugelmass,,,,,,,,,,,0,3,10,6,34
Darrell L Clarke,,,,,,,,,,,,0,2,2,34
Joe Celentano,,,,,,,,,,,,,1,2,34
Jon Geeting,,,,,,,,,,,,,,0,34
Total,66,42,39,37,37,35,32,22,22,21,21,18,17,11,34
,United States Senator - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,35
,Bob Casey Jr,Amanda Mcillmurray,Rhea Powell,Marylouise Isaacson,Mariel J K Martin,Andi Perez,Joe Celentano,Tom Young,Micah Mahjoubian,Judi Golding Baker,Noam Kugelmass,Jon Geeting,Darrell L Clarke,Matthew D Myers,35
Bob Casey Jr,26,68,58,54,42,41,39,41,39,39,31,29,27,25,35
Amanda Mcillmurray,,0,42,37,34,30,24,28,24,33,20,25,19,19,35
Rhea Powell,,,0,37,31,27,25,31,26,28,21,17,17,17,35
Marylouise Isaacson,,,,0,31,28,23,26,27,29,19,18,18,18,35
Mariel J K Martin,,,,,0,26,20,17,18,23,16,11,11,15,35
Andi Perez,,,,,,0,15,24,24,18,16,16,11,10,35
Joe Celentano,,,,,,,1,21,18,12,15,12,11,12,35
Tom Young,,,,,,,,0,21,17,15,17,14,15,35
Micah Mahjoubian,,,,,,,,,0,15,17,16,11,11,35
Judi Golding Baker,,,,,,,,,,0,14,10,13,12,35
Noam Kugelmass,,,,,,,,,,,0,13,6,7,35
Jon Geeting,,,,,,,,,,,,0,7,9,35
Darrell L Clarke,,,,,,,,,,,,,0,14,35
Matthew D Myers,,,,,,,,,,,,,,0,35
Total,132,68,59,54,42,41,41,41,40,39,31,29,27,25,35
,United States Senator - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,36
,Bob Casey Jr,Joe Celentano,Tom Young,Rhea Powell,Matthew D Myers,Amanda Mcillmurray,Marylouise Isaacson,Micah Mahjoubian,Darrell L Clarke,Andi Perez,Mariel J K Martin,Judi Golding Baker,Noam Kugelmass,Jon Geeting,36
Bob Casey Jr,12,22,17,15,15,14,13,14,12,10,10,9,8,7,36
Joe Celentano,,2,6,4,5,6,5,3,2,2,2,5,4,4,36
Tom Young,,,1,7,8,6,9,9,6,10,4,6,8,4,36
Rhea Powell,,,,2,5,9,9,7,2,4,3,7,8,6,36
Matthew D Myers,,,,,1,7,9,6,7,8,6,6,4,4,36
Amanda Mcillmurray,,,,,,0,12,7,3,4,5,8,5,4,36
Marylouise Isaacson,,,,,,,0,8,5,7,5,8,6,5,36
Micah Mahjoubian,,,,,,,,0,6,7,3,5,6,4,36
Darrell L Clarke,,,,,,,,,0,7,5,2,3,4,36
Andi Perez,,,,,,,,,,0,4,4,5,4,36
Mariel J K Martin,,,,,,,,,,,0,3,1,2,36
Judi Golding Baker,,,,,,,,,,,,0,5,5,36
Noam Kugelmass,,,,,,,,,,,,,0,5,36
Jon Geeting,,,,,,,,,,,,,,0,36
Total,64,24,21,19,17,15,15,15,13,12,11,10,10,8,36
,United States Senator - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,37
,Bob Casey Jr,Rhea Powell,Amanda Mcillmurray,Marylouise Isaacson,Joe Celentano,Mariel J K Martin,Andi Perez,Micah Mahjoubian,Judi Golding Baker,Noam Kugelmass,Tom Young,Darrell L Clarke,Jon Geeting,Matthew D Myers,37
Bob Casey Jr,18,67,59,58,44,44,42,40,36,34,33,24,24,17,37
Rhea Powell,,0,48,51,31,40,37,35,30,28,27,22,21,9,37
Amanda Mcillmurray,,,2,43,24,34,34,31,32,25,22,17,15,13,37
Marylouise Isaacson,,,,1,28,39,36,32,32,28,28,19,18,13,37
Joe Celentano,,,,,5,22,19,20,12,21,23,7,18,11,37
Mariel J K Martin,,,,,,0,31,27,26,17,17,16,12,10,37
Andi Perez,,,,,,,0,30,25,20,17,16,10,10,37
Micah Mahjoubian,,,,,,,,0,18,25,17,10,11,7,37
Judi Golding Baker,,,,,,,,,0,16,12,13,9,10,37
Noam Kugelmass,,,,,,,,,,0,22,9,13,6,37
Tom Young,,,,,,,,,,,0,9,13,7,37
Darrell L Clarke,,,,,,,,,,,,0,6,5,37
Jon Geeting,,,,,,,,,,,,,0,3,37
Matthew D Myers,,,,,,,,,,,,,,0,37
Total,113,68,62,59,51,45,43,41,36,35,34,24,24,18,37
,United States Senator - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,38
,Bob Casey Jr,Rhea Powell,Marylouise Isaacson,Amanda Mcillmurray,Joe Celentano,Andi Perez,Mariel J K Martin,Tom Young,Judi Golding Baker,Micah Mahjoubian,Noam Kugelmass,Matthew D Myers,Darrell L Clarke,Jon Geeting,38
Bob Casey Jr,26,58,54,47,45,40,38,39,37,37,37,22,23,20,38
Rhea Powell,,0,40,36,28,31,26,31,29,29,30,14,16,15,38
Marylouise Isaacson,,,0,38,26,27,26,28,28,29,24,12,15,12,38
Amanda Mcillmurray,,,,1,22,25,26,22,28,21,22,16,14,10,38
Joe Celentano,,,,,1,21,19,26,14,21,24,10,10,10,38
Andi Perez,,,,,,0,23,19,18,23,24,9,11,13,38
Mariel J K Martin,,,,,,,0,15,22,17,20,10,15,5,38
Tom Young,,,,,,,,0,16,19,23,10,9,13,38
Judi Golding Baker,,,,,,,,,0,16,15,14,15,8,38
Micah Mahjoubian,,,,,,,,,,0,25,9,12,10,38
Noam Kugelmass,,,,,,,,,,,0,9,10,13,38
Matthew D Myers,,,,,,,,,,,,3,11,6,38
Darrell L Clarke,,,,,,,,,,,,,1,5,38
Jon Geeting,,,,,,,,,,,,,,0,38
Total,125,59,55,50,46,40,40,39,38,37,37,27,25,20,38
,United States Senator - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,39
,Bob Casey Jr,Tom Young,Marylouise Isaacson,Darrell L Clarke,Mariel J K Martin,Andi Perez,Micah Mahjoubian,Matthew D Myers,Joe Celentano,Rhea Powell,Amanda Mcillmurray,Noam Kugelmass,Jon Geeting,Judi Golding Baker,39
Bob Casey Jr,9,53,50,45,46,45,43,41,29,32,20,15,16,14,39
Tom Young,,0,41,37,39,40,37,36,14,16,12,10,12,8,39
Marylouise Isaacson,,,0,39,40,38,35,36,18,18,16,7,9,11,39
Darrell L Clarke,,,,0,36,34,32,39,13,13,9,7,6,9,39
Mariel J K Martin,,,,,0,38,36,34,13,14,12,7,7,8,39
Andi Perez,,,,,,0,37,33,11,13,6,8,10,8,39
Micah Mahjoubian,,,,,,,0,31,7,10,6,7,6,4,39
Matthew D Myers,,,,,,,,0,11,10,6,5,6,5,39
Joe Celentano,,,,,,,,,3,19,16,13,12,10,39
Rhea Powell,,,,,,,,,,0,17,14,15,13,39
Amanda Mcillmurray,,,,,,,,,,,0,9,7,10,39
Noam Kugelmass,,,,,,,,,,,,1,8,4,39
Jon Geeting,,,,,,,,,,,,,0,6,39
Judi Golding Baker,,,,,,,,,,,,,,0,39
Total,88,53,51,46,46,45,43,42,34,32,20,17,16,14,39
,United States Senator - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,40
,Bob Casey Jr,Rhea Powell,Tom Young,Micah Mahjoubian,Joe Celentano,Judi Golding Baker,Noam Kugelmass,Amanda Mcillmurray,Mariel J K Martin,Marylouise Isaacson,Andi Perez,Darrell L Clarke,Matthew D Myers,Jon Geeting,40
Bob Casey Jr,11,20,20,17,15,14,13,13,13,12,10,10,7,5,40
Rhea Powell,,2,14,10,12,11,12,10,9,8,9,5,5,4,40
Tom Young,,,0,11,12,10,10,8,8,8,6,4,3,3,40
Micah Mahjoubian,,,,0,11,8,9,6,8,8,5,5,4,2,40
Joe Celentano,,,,,0,8,11,8,7,4,4,4,5,4,40
Judi Golding Baker,,,,,,0,8,10,10,9,6,7,5,4,40
Noam Kugelmass,,,,,,,0,6,5,3,3,3,5,4,40
Amanda Mcillmurray,,,,,,,,0,8,8,5,5,4,4,40
Mariel J K Martin,,,,,,,,,0,9,9,7,5,3,40
Marylouise Isaacson,,,,,,,,,,0,7,6,3,1,40
Andi Perez,,,,,,,,,,,0,4,3,2,40
Darrell L Clarke,,,,,,,,,,,,0,3,1,40
Matthew D Myers,,,,,,,,,,,,,1,3,40
Jon Geeting,,,,,,,,,,,,,,1,40
Total,47,23,21,18,16,14,14,13,13,12,10,10,9,6,40
,United States Senator - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,41
